batting_team,bowling_team,city,current_score,balls_left,wickets_left,crr,last_five_overs_runs,runs_x
New Zealand,West Indies,Hamilton,15,110,10,9.0,15.0,191
Australia,South Africa,Cape Town,145,29,8,9.56043956043956,30.0,193
England,South Africa,Cardiff,80,63,9,8.421052631578947,42.0,181
South Africa,England,Centurion,175,23,7,10.824742268041238,59.0,222
Sri Lanka,India,Colombo,31,98,10,8.454545454545455,31.0,171
Pakistan,New Zealand,Mount Maunganui,7,114,10,7.0,7.0,181
Pakistan,India,Kolkata,60,50,8,5.142857142857143,26.0,118
West Indies,Australia,Colombo,60,69,8,7.0588235294117645,41.0,205
Australia,India,Barbados,40,93,10,8.88888888888889,40.0,184
West Indies,Pakistan,Dubai,98,18,2,5.764705882352941,48.0,115
West Indies,England,Pallekele,122,31,8,8.224719101123595,27.0,179
West Indies,England,London,206,4,3,10.655172413793103,57.0,208
Sri Lanka,Australia,Melbourne,36,88,8,6.75,34.0,142
Pakistan,New Zealand,Auckland,62,78,8,8.857142857142858,41.0,143
Pakistan,India,Mirpur,32,84,7,5.333333333333333,27.0,83
Sri Lanka,India,Nagpur,30,91,10,6.206896551724138,30.0,215
Pakistan,Bangladesh,Mirpur,34,58,6,3.2903225806451615,15.0,129
New Zealand,Australia,Wellington,2,118,10,6.0,2.0,118
England,Pakistan,Manchester,63,73,9,8.042553191489361,45.0,135
South Africa,Australia,Centurion,81,48,7,6.75,37.0,156
South Africa,Australia,Cape Town,36,83,8,5.837837837837838,32.0,146
South Africa,India,Mirpur,81,51,8,7.043478260869565,34.0,172
India,New Zealand,Wellington,101,40,4,7.575,27.0,165
Pakistan,Bangladesh,St Lucia,147,19,9,8.732673267326733,47.0,172
West Indies,Afghanistan,St Kitts,19,108,10,9.5,19.0,112
India,England,Colombo,83,54,8,7.545454545454546,30.0,170
Pakistan,Australia,Dubai,66,63,9,6.947368421052632,26.0,147
Australia,India,Sydney,21,102,10,7.0,21.0,164
New Zealand,Pakistan,Wellington,105,48,7,8.75,42.0,196
India,Afghanistan,Colombo,9,111,10,6.0,9.0,159
England,Australia,Cape Town,1,119,10,6.0,1.0,135
New Zealand,India,Nagpur,33,84,8,5.5,20.0,126
South Africa,New Zealand,Chittagong,43,77,7,6.0,32.0,170
New Zealand,England,Wellington,31,83,9,5.027027027027027,28.0,139
Australia,England,Adelaide,137,16,6,7.903846153846154,40.0,157
Pakistan,West Indies,Dubai,140,16,7,8.076923076923077,52.0,160
Bangladesh,Pakistan,Lahore,41,73,7,5.23404255319149,24.0,136
Pakistan,England,Cardiff,85,13,1,4.766355140186916,35.0,89
Pakistan,West Indies,Trinidad,59,72,8,7.375,40.0,137
Sri Lanka,Pakistan,Lahore,144,4,4,7.448275862068965,41.0,147
England,West Indies,Mumbai,61,75,9,8.133333333333333,42.0,182
Pakistan,South Africa,Centurion,28,100,9,8.4,28.0,168
India,South Africa,Colombo,68,60,6,6.8,38.0,152
Sri Lanka,England,Chittagong,41,85,9,7.0285714285714285,38.0,189
Afghanistan,West Indies,St Kitts,108,23,6,6.680412371134021,44.0,146
Pakistan,West Indies,Trinidad,78,37,6,5.63855421686747,35.0,132
Pakistan,South Africa,Abu Dhabi,68,43,5,5.298701298701299,26.0,120
New Zealand,England,London,115,53,9,10.298507462686567,57.0,201
England,Pakistan,Dubai,4,119,10,24.0,4.0,150
Australia,Pakistan,Chandigarh,18,105,10,7.2,18.0,193
Pakistan,New Zealand,Abu Dhabi,24,89,8,4.645161290322581,20.0,148
West Indies,Sri Lanka,Pallekele,40,71,8,4.8979591836734695,28.0,129
India,England,Bangalore,76,63,8,8.0,42.0,202
New Zealand,Pakistan,Hamilton,54,80,9,8.1,48.0,185
Australia,India,Sydney,177,4,6,9.155172413793103,44.0,186
Sri Lanka,India,Mumbai,113,10,3,6.163636363636364,24.0,135
South Africa,India,Johannesburg,37,97,9,9.652173913043478,37.0,219
Bangladesh,South Africa,Cape Town,4,117,10,8.0,4.0,144
England,Pakistan,Abu Dhabi,111,10,4,6.054545454545455,34.0,129
West Indies,New Zealand,Lauderhill,106,39,8,7.851851851851852,35.0,177
Australia,Sri Lanka,Adelaide,80,72,10,10.0,58.0,233
Australia,England,Adelaide,77,71,10,9.428571428571429,57.0,157
Bangladesh,Pakistan,Lahore,38,81,10,5.846153846153846,32.0,141
Afghanistan,West Indies,St Kitts,6,114,10,6.0,6.0,146
England,West Indies,Barbados,130,13,6,7.289719626168225,38.0,152
Pakistan,England,Cardiff,141,18,5,8.294117647058824,33.0,173
New Zealand,Pakistan,Hamilton,177,6,5,9.31578947368421,76.0,185
Australia,Sri Lanka,Adelaide,128,38,9,9.365853658536585,48.0,187
Sri Lanka,India,Nagpur,77,66,9,8.555555555555555,55.0,215
India,South Africa,Durban,15,105,10,6.0,15.0,153
England,New Zealand,Christchurch,185,5,4,9.652173913043478,63.0,193
West Indies,New Zealand,Auckland,23,86,9,4.0588235294117645,17.0,126
New Zealand,Australia,Auckland,102,64,10,10.928571428571429,56.0,243
Pakistan,England,Dubai,8,103,10,2.823529411764706,8.0,129
New Zealand,Australia,Sydney,30,83,7,4.864864864864865,19.0,117
Australia,Pakistan,Dubai,68,34,5,4.744186046511628,17.0,89
Sri Lanka,Pakistan,Mirpur,66,59,10,6.491803278688525,36.0,150
India,England,Mumbai,121,26,5,7.723404255319149,33.0,177
Bangladesh,Pakistan,Pallekele,102,53,8,9.134328358208956,40.0,175
Pakistan,Bangladesh,Mirpur,61,71,9,7.469387755102041,35.0,135
Sri Lanka,New Zealand,Chittagong,35,85,8,6.0,23.0,119
Sri Lanka,Pakistan,London,18,109,10,9.818181818181818,18.0,150
New Zealand,Bangladesh,Pallekele,29,90,9,5.8,29.0,191
England,West Indies,Barbados,123,27,8,7.935483870967742,25.0,165
England,Afghanistan,Delhi,1,119,10,6.0,1.0,142
New Zealand,Sri Lanka,Colombo,122,14,6,6.90566037735849,33.0,141
England,West Indies,Trinidad,55,76,8,7.5,32.0,121
England,New Zealand,Hamilton,59,73,8,7.531914893617022,35.0,194
Australia,Pakistan,St Lucia,56,80,9,8.4,50.0,191
Pakistan,New Zealand,Dubai,14,99,10,4.0,14.0,166
New Zealand,England,Manchester,69,48,5,5.75,29.0,123
New Zealand,India,Auckland,118,13,6,6.616822429906542,32.0,132
Australia,South Africa,Melbourne,145,30,6,9.666666666666666,44.0,182
Bangladesh,Pakistan,Pallekele,7,114,10,7.0,7.0,175
India,England,Nagpur,35,92,9,7.5,35.0,144
Pakistan,South Africa,Cape Town,166,5,7,8.660869565217391,41.0,176
Bangladesh,South Africa,Cape Town,78,72,5,9.75,39.0,144
New Zealand,South Africa,Hamilton,49,85,9,8.4,43.0,173
South Africa,Afghanistan,Barbados,111,20,5,6.66,30.0,139
India,South Africa,Cape Town,63,76,9,8.590909090909092,35.0,172
Pakistan,New Zealand,Hamilton,90,38,6,6.585365853658536,33.0,163
England,Pakistan,London,88,66,8,9.777777777777779,46.0,185
Pakistan,South Africa,Cape Town,13,103,10,4.588235294117647,13.0,176
South Africa,Australia,Centurion,70,60,8,7.0,43.0,156
Bangladesh,West Indies,St Kitts,107,47,5,8.794520547945206,43.0,143
South Africa,England,Cape Town,36,90,9,7.2,36.0,191
Australia,Pakistan,Dubai,71,29,5,4.681318681318682,19.0,89
Pakistan,New Zealand,Abu Dhabi,77,50,7,6.6,39.0,148
Australia,India,Sydney,129,35,7,9.105882352941176,50.0,197
Pakistan,England,Manchester,57,79,10,8.341463414634147,42.0,195
South Africa,Australia,Centurion,145,5,5,7.565217391304348,50.0,156
Australia,New Zealand,Sydney,10,113,10,8.571428571428571,10.0,150
Pakistan,West Indies,Trinidad,87,30,5,5.8,38.0,132
South Africa,Sri Lanka,Cape Town,18,109,10,9.818181818181818,18.0,169
West Indies,India,Lauderhill,1,116,9,1.5,1.0,95
South Africa,Australia,Colombo,144,2,5,7.322033898305085,50.0,146
Pakistan,Australia,Dubai,143,5,6,7.460869565217391,46.0,151
South Africa,India,Chandigarh,131,8,5,7.017857142857143,29.0,149
England,Pakistan,Manchester,32,93,10,7.111111111111111,32.0,135
New Zealand,India,Auckland,25,102,10,8.333333333333334,25.0,203
South Africa,Australia,Sydney,6,114,10,6.0,6.0,145
India,England,Durban,56,78,10,8.0,41.0,218
West Indies,Australia,Sydney,65,52,5,5.735294117647059,29.0,138
Sri Lanka,Pakistan,Colombo,41,76,10,5.590909090909091,28.0,139
England,South Africa,Nottingham,88,30,3,5.866666666666666,40.0,111
South Africa,Bangladesh,Johannesburg,62,85,8,10.628571428571428,59.0,118
West Indies,Sri Lanka,Colombo,13,88,9,2.4375,13.0,137
India,England,Kolkata,26,91,8,5.379310344827586,26.0,120
Pakistan,India,Kolkata,26,87,10,4.7272727272727275,24.0,118
India,Australia,Durban,40,75,9,5.333333333333333,31.0,188
Sri Lanka,West Indies,Barbados,117,40,9,8.775,43.0,195
India,England,Nagpur,10,107,10,4.615384615384615,10.0,144
Pakistan,Bangladesh,Mirpur,28,73,7,3.574468085106383,20.0,129
Australia,England,Barbados,85,36,6,6.071428571428571,41.0,147
South Africa,England,Centurion,116,48,7,9.666666666666666,33.0,222
India,Bangladesh,Bangalore,26,91,10,5.379310344827586,26.0,146
New Zealand,Bangladesh,Mirpur,31,103,10,10.941176470588236,31.0,204
South Africa,Pakistan,Johannesburg,113,32,8,7.704545454545454,52.0,188
Bangladesh,Sri Lanka,Colombo,16,107,10,7.384615384615385,16.0,176
India,New Zealand,Delhi,32,94,10,7.384615384615385,32.0,202
Australia,South Africa,Adelaide,45,81,8,6.923076923076923,31.0,144
India,New Zealand,Delhi,96,52,10,8.470588235294118,44.0,202
Sri Lanka,England,Pallekele,32,97,10,8.347826086956522,32.0,169
New Zealand,England,Delhi,144,9,4,7.783783783783784,35.0,153
India,England,Kolkata,87,29,4,5.736263736263736,22.0,120
Pakistan,South Africa,Centurion,173,16,5,9.98076923076923,40.0,195
Australia,South Africa,Adelaide,27,101,10,8.526315789473685,27.0,144
South Africa,India,Chandigarh,126,18,7,7.411764705882353,36.0,149
India,New Zealand,Christchurch,89,52,4,7.852941176470588,31.0,162
Pakistan,South Africa,Abu Dhabi,18,101,9,5.684210526315789,18.0,120
Pakistan,New Zealand,Auckland,37,97,10,9.652173913043478,37.0,143
South Africa,Australia,Durban,6,107,9,2.769230769230769,6.0,80
Sri Lanka,Pakistan,Dubai,63,72,10,7.875,36.0,211
South Africa,Afghanistan,Barbados,77,56,7,7.21875,28.0,139
New Zealand,West Indies,Hamilton,165,15,4,9.428571428571429,26.0,191
Pakistan,England,Barbados,56,78,9,8.0,38.0,147
England,New Zealand,Manchester,123,33,6,8.482758620689655,42.0,191
Pakistan,South Africa,Cape Town,171,4,7,8.844827586206897,40.0,176
Pakistan,New Zealand,Auckland,10,112,10,7.5,10.0,201
Pakistan,South Africa,Nottingham,132,18,6,7.764705882352941,37.0,149
India,New Zealand,Mount Maunganui,8,113,10,6.857142857142857,8.0,163
Sri Lanka,Pakistan,Lahore,86,50,6,7.371428571428571,35.0,147
West Indies,India,Barbados,58,66,10,6.444444444444445,33.0,169
Australia,Pakistan,Johannesburg,162,3,3,8.307692307692308,45.0,164
West Indies,Pakistan,Mirpur,74,48,6,6.166666666666667,30.0,166
Pakistan,Bangladesh,Mirpur,122,37,7,8.819277108433734,52.0,190
New Zealand,South Africa,Centurion,101,53,8,9.044776119402986,40.0,177
West Indies,South Africa,Johannesburg,112,10,3,6.109090909090909,40.0,131
India,Bangladesh,Nottingham,83,58,9,8.03225806451613,32.0,180
Bangladesh,India,Mirpur,56,60,7,5.6,34.0,138
New Zealand,Bangladesh,Mirpur,70,81,10,10.76923076923077,55.0,204
Pakistan,England,Barbados,132,5,3,6.886956521739131,31.0,147
Afghanistan,West Indies,Nagpur,33,85,9,5.6571428571428575,28.0,123
Sri Lanka,England,London,9,115,10,10.8,9.0,183
India,West Indies,Mumbai,142,41,8,10.784810126582279,39.0,240
England,West Indies,Barbados,48,98,10,13.090909090909092,48.0,165
Bangladesh,Australia,Bangalore,156,0,5,7.8,51.0,156
South Africa,Bangladesh,Mirpur,44,79,8,6.439024390243903,37.0,148
West Indies,Australia,Barbados,43,92,10,9.214285714285714,43.0,160
Australia,Sri Lanka,Pallekele,34,101,10,10.736842105263158,34.0,263
South Africa,Afghanistan,Mumbai,113,39,7,8.37037037037037,31.0,209
West Indies,Sri Lanka,Pallekele,62,49,8,5.23943661971831,31.0,129
Pakistan,New Zealand,Christchurch,73,80,10,10.95,64.0,183
South Africa,West Indies,Cape Town,35,85,8,6.0,28.0,165
New Zealand,Sri Lanka,Colombo,42,92,10,9.0,42.0,170
Pakistan,England,Barbados,103,29,5,6.791208791208791,26.0,147
New Zealand,Sri Lanka,Lauderhill,57,57,7,5.428571428571429,25.0,120
West Indies,India,Lauderhill,33,82,5,5.2105263157894735,26.0,95
West Indies,India,Mirpur,72,36,8,5.142857142857143,28.0,129
England,Australia,Southampton,83,65,8,9.054545454545455,47.0,179
New Zealand,West Indies,Mount Maunganui,91,79,8,13.317073170731707,75.0,102
Bangladesh,Australia,Mirpur,13,96,8,3.25,13.0,153
India,England,Nagpur,57,68,8,6.576923076923077,27.0,144
New Zealand,Pakistan,Chandigarh,161,10,6,8.781818181818181,45.0,180
Pakistan,Australia,Colombo,78,51,8,6.782608695652174,44.0,149
Bangladesh,Australia,Cape Town,89,31,7,6.0,26.0,123
New Zealand,West Indies,Mount Maunganui,11,109,9,6.0,11.0,102
Sri Lanka,New Zealand,Auckland,70,51,5,6.086956521739131,31.0,142
New Zealand,Bangladesh,Mirpur,152,28,8,9.91304347826087,63.0,204
Sri Lanka,Bangladesh,Johannesburg,15,103,9,5.294117647058823,15.0,147
Sri Lanka,India,Mirpur,15,98,8,4.090909090909091,15.0,138
Sri Lanka,Pakistan,Lahore,93,56,8,8.71875,47.0,182
India,West Indies,Trinidad,11,105,10,4.4,11.0,159
Sri Lanka,Pakistan,London,127,4,4,6.568965517241379,50.0,138
Sri Lanka,England,St Lucia,4,118,10,12.0,4.0,128
West Indies,Pakistan,Barbados,49,53,4,4.388059701492537,14.0,111
India,South Africa,Cape Town,146,14,6,8.264150943396226,35.0,172
Australia,India,Barbados,178,7,6,9.451327433628318,36.0,184
Sri Lanka,Pakistan,Mirpur,85,53,10,7.611940298507463,41.0,150
New Zealand,England,Wellington,195,2,5,9.915254237288135,55.0,196
Australia,Pakistan,Dubai,6,117,10,12.0,6.0,89
England,West Indies,Kolkata,110,38,5,8.048780487804878,55.0,155
Pakistan,England,Barbados,71,65,9,7.745454545454545,41.0,147
Sri Lanka,India,Nagpur,110,48,9,9.166666666666666,58.0,215
Sri Lanka,West Indies,Barbados,90,57,9,8.571428571428571,47.0,195
New Zealand,South Africa,Centurion,171,2,3,8.694915254237289,38.0,177
West Indies,South Africa,Johannesburg,5,110,10,3.0,5.0,131
South Africa,Pakistan,Dubai,67,60,9,6.7,30.0,150
Sri Lanka,Bangladesh,Colombo,117,53,9,10.477611940298507,46.0,214
New Zealand,South Africa,Hamilton,5,115,10,6.0,5.0,173
Pakistan,Australia,Dubai,13,109,10,7.090909090909091,13.0,147
India,Pakistan,Durban,127,13,3,7.121495327102804,43.0,141
Australia,New Zealand,Auckland,73,70,6,8.76,32.0,214
New Zealand,Pakistan,Dubai,11,106,8,4.714285714285714,11.0,135
Pakistan,South Africa,Centurion,89,56,7,8.34375,41.0,168
Sri Lanka,Pakistan,Lahore,172,3,4,8.820512820512821,37.0,182
Australia,West Indies,London,60,63,7,6.315789473684211,34.0,169
Sri Lanka,South Africa,Delhi,93,35,4,6.564705882352941,18.0,120
Pakistan,South Africa,Dubai,53,45,5,4.24,24.0,98
India,West Indies,London,49,69,7,5.764705882352941,23.0,153
Sri Lanka,West Indies,Mirpur,44,89,8,8.516129032258064,43.0,160
West Indies,Sri Lanka,Pallekele,63,48,8,5.25,30.0,129
Pakistan,Sri Lanka,Lahore,115,27,8,7.419354838709677,36.0,180
Sri Lanka,Bangladesh,Pallekele,69,79,9,10.097560975609756,44.0,198
Australia,Sri Lanka,Pallekele,188,25,8,11.873684210526315,68.0,263
Sri Lanka,Bangladesh,Johannesburg,98,29,5,6.461538461538462,35.0,147
Pakistan,England,Manchester,53,80,8,7.95,43.0,190
England,West Indies,London,74,68,8,8.538461538461538,47.0,161
Australia,India,Sydney,9,115,10,10.8,9.0,194
India,West Indies,London,57,58,7,5.516129032258065,25.0,153
Sri Lanka,Australia,Colombo,120,7,2,6.371681415929204,34.0,128
Bangladesh,West Indies,St Kitts,16,103,8,5.647058823529412,16.0,143
West Indies,New Zealand,Mount Maunganui,12,112,10,9.0,12.0,25
England,India,Manchester,125,22,4,7.653061224489796,30.0,159
Sri Lanka,India,Nagpur,3,117,10,6.0,3.0,215
New Zealand,Pakistan,Dubai,116,19,5,6.891089108910891,39.0,144
West Indies,Sri Lanka,Colombo,126,32,6,8.590909090909092,46.0,162
England,South Africa,Johannesburg,22,94,9,5.076923076923077,22.0,171
India,West Indies,Lauderhill,111,42,9,8.538461538461538,42.0,167
Bangladesh,West Indies,Lauderhill,102,53,6,9.134328358208956,30.0,184
Australia,Bangladesh,Barbados,80,33,4,5.517241379310345,28.0,141
South Africa,New Zealand,Auckland,51,87,8,9.272727272727273,49.0,165
West Indies,New Zealand,Auckland,19,94,9,4.384615384615385,19.0,126
Sri Lanka,England,Pallekele,24,100,10,7.2,24.0,169
Pakistan,England,Dubai,13,109,10,7.090909090909091,13.0,144
India,West Indies,Lauderhill,31,99,10,8.857142857142858,31.0,167
West Indies,Bangladesh,Mirpur,32,95,10,7.68,32.0,171
Pakistan,South Africa,Cape Town,30,85,9,5.142857142857143,29.0,176
Australia,West Indies,Barbados,72,71,8,8.816326530612244,40.0,97
India,New Zealand,Wellington,35,101,9,11.052631578947368,35.0,165
Australia,South Africa,Durban,98,47,5,8.054794520547945,27.0,157
Pakistan,New Zealand,Pallekele,73,72,9,9.125,51.0,177
Sri Lanka,Pakistan,Colombo,118,23,5,7.298969072164948,38.0,172
New Zealand,South Africa,Durban,66,30,2,4.4,15.0,86
South Africa,India,Mirpur,144,14,6,8.150943396226415,42.0,172
West Indies,England,Pallekele,158,8,5,8.464285714285714,40.0,179
Pakistan,India,Mirpur,4,116,9,6.0,4.0,83
Australia,Bangladesh,Barbados,21,101,9,6.631578947368421,21.0,141
South Africa,Sri Lanka,Centurion,130,28,8,8.478260869565217,39.0,180
Australia,India,Barbados,94,63,10,9.894736842105264,54.0,184
South Africa,Sri Lanka,Johannesburg,9,107,10,4.153846153846154,9.0,198
New Zealand,Sri Lanka,Pallekele,71,46,6,5.756756756756757,23.0,142
West Indies,New Zealand,Wellington,92,37,6,6.650602409638554,29.0,159
Australia,New Zealand,Auckland,148,23,5,9.154639175257731,48.0,214
West Indies,Bangladesh,Mirpur,35,89,8,6.774193548387097,34.0,197
South Africa,Sri Lanka,Cape Town,59,75,9,7.866666666666666,35.0,169
Pakistan,Sri Lanka,Johannesburg,165,11,5,9.082568807339449,47.0,189
Sri Lanka,Pakistan,Colombo,70,57,6,6.666666666666667,26.0,172
Sri Lanka,India,Colombo,92,46,8,7.45945945945946,28.0,171
England,Australia,Melbourne,67,64,5,7.178571428571429,33.0,130
Sri Lanka,West Indies,London,42,86,10,7.411764705882353,40.0,158
Bangladesh,West Indies,St Kitts,99,55,5,9.138461538461538,53.0,143
Sri Lanka,England,Chittagong,150,19,8,8.910891089108912,56.0,189
New Zealand,England,Auckland,93,82,9,14.68421052631579,66.0,146
Australia,South Africa,Durban,119,23,3,7.360824742268041,26.0,157
India,South Africa,Centurion,93,52,6,8.205882352941176,45.0,188
West Indies,India,Barbados,153,11,8,8.422018348623853,57.0,169
New Zealand,Pakistan,Hamilton,148,18,6,8.705882352941176,54.0,185
South Africa,India,Johannesburg,101,25,4,6.378947368421053,40.0,126
New Zealand,Pakistan,Hamilton,83,59,9,8.163934426229508,40.0,185
India,South Africa,Cape Town,128,26,6,8.170212765957446,43.0,172
New Zealand,Pakistan,Dubai,2,114,9,2.0,2.0,135
Australia,India,Sydney,72,69,9,8.470588235294118,35.0,171
Pakistan,Sri Lanka,Lahore,91,48,9,7.583333333333333,39.0,180
Pakistan,Australia,Dubai,39,70,5,4.68,17.0,96
Australia,England,Adelaide,41,83,10,6.648648648648648,37.0,157
Pakistan,New Zealand,Auckland,49,58,5,4.741935483870968,21.0,153
India,Sri Lanka,St Lucia,138,18,8,8.117647058823529,38.0,163
West Indies,Bangladesh,Johannesburg,14,104,9,5.25,14.0,164
England,Pakistan,Abu Dhabi,29,95,10,6.96,29.0,129
West Indies,England,London,199,10,4,10.854545454545455,64.0,208
West Indies,Australia,Barbados,117,49,7,9.887323943661972,41.0,160
New Zealand,West Indies,Auckland,37,89,8,7.161290322580645,31.0,155
Pakistan,New Zealand,Auckland,63,65,8,6.872727272727273,40.0,171
India,South Africa,Durban,136,25,6,8.589473684210526,50.0,168
India,New Zealand,Hamilton,73,79,10,10.682926829268293,58.0,179
New Zealand,West Indies,Mount Maunganui,168,24,8,10.5,65.0,238
Bangladesh,Sri Lanka,Chittagong,72,39,4,5.333333333333333,18.0,120
New Zealand,West Indies,Auckland,103,36,7,7.357142857142857,39.0,155
England,West Indies,Barbados,123,28,8,8.021739130434783,25.0,165
New Zealand,England,Delhi,104,45,8,8.32,40.0,153
South Africa,Pakistan,Johannesburg,159,3,7,8.153846153846153,46.0,188
South Africa,India,Johannesburg,82,61,9,8.338983050847459,39.0,219
New Zealand,England,London,10,112,9,7.5,10.0,201
South Africa,West Indies,Nagpur,4,111,9,2.6666666666666665,4.0,122
West Indies,England,London,111,19,5,6.594059405940594,39.0,125
Sri Lanka,England,Southampton,103,37,5,7.445783132530121,29.0,140
Pakistan,Bangladesh,Mirpur,81,51,8,7.043478260869565,28.0,135
Australia,England,Sydney,27,90,10,5.4,27.0,195
New Zealand,India,Auckland,25,103,10,8.823529411764707,25.0,203
New Zealand,South Africa,Durban,76,61,8,7.728813559322034,33.0,153
New Zealand,England,London,108,58,9,10.451612903225806,55.0,201
England,Sri Lanka,Delhi,158,8,7,8.464285714285714,64.0,171
India,South Africa,Colombo,73,53,6,6.537313432835821,36.0,152
Bangladesh,New Zealand,Hamilton,72,23,2,4.453608247422681,19.0,78
Australia,India,Sydney,65,71,10,7.959183673469388,40.0,164
India,Australia,Melbourne,142,25,9,8.968421052631578,45.0,184
Sri Lanka,India,Chandigarh,117,56,8,10.96875,43.0,206
England,South Africa,Johannesburg,158,16,4,9.115384615384615,58.0,171
New Zealand,South Africa,Durban,62,45,2,4.96,27.0,86
Sri Lanka,India,Colombo,125,24,4,7.8125,27.0,170
India,England,Manchester,67,69,9,7.882352941176471,38.0,165
New Zealand,England,St Lucia,145,3,4,7.435897435897436,39.0,149
Sri Lanka,India,Chandigarh,178,12,3,9.88888888888889,30.0,206
New Zealand,South Africa,Durban,46,88,10,8.625,46.0,151
West Indies,Sri Lanka,Colombo,89,24,5,5.5625,51.0,137
South Africa,New Zealand,Wellington,115,20,5,6.9,46.0,147
Pakistan,New Zealand,Dubai,74,57,9,7.0476190476190474,45.0,166
West Indies,Australia,Barbados,72,80,10,10.8,43.0,160
England,South Africa,Johannesburg,101,53,7,9.044776119402986,42.0,202
Sri Lanka,England,St Lucia,4,119,10,24.0,4.0,128
Sri Lanka,Pakistan,Dubai,86,36,6,6.142857142857143,27.0,145
New Zealand,England,Manchester,73,41,5,5.544303797468355,24.0,123
Sri Lanka,Pakistan,Abu Dhabi,103,27,9,6.645161290322581,35.0,124
Sri Lanka,West Indies,Barbados,44,85,9,7.542857142857143,42.0,195
Sri Lanka,Australia,Melbourne,73,51,7,6.3478260869565215,34.0,161
Sri Lanka,Pakistan,Lahore,53,83,8,8.594594594594595,42.0,182
South Africa,India,Chandigarh,126,16,6,7.269230769230769,35.0,149
New Zealand,West Indies,Mount Maunganui,185,28,9,12.065217391304348,65.0,243
England,India,London,143,5,5,7.460869565217391,46.0,153
Sri Lanka,New Zealand,Auckland,0,118,10,0.0,0.0,115
Bangladesh,West Indies,St Kitts,77,40,3,5.775,20.0,118
India,Sri Lanka,St Lucia,140,17,8,8.155339805825243,33.0,163
Bangladesh,Pakistan,Lahore,1,116,10,1.5,1.0,136
South Africa,Pakistan,Johannesburg,106,36,7,7.571428571428571,29.0,153
West Indies,New Zealand,Pallekele,14,110,10,8.4,14.0,139
New Zealand,Sri Lanka,Colombo,102,30,7,6.8,37.0,141
Australia,Pakistan,Dubai,89,66,10,9.88888888888889,58.0,168
England,South Africa,Johannesburg,46,85,9,7.885714285714286,43.0,171
New Zealand,Sri Lanka,Wellington,33,102,10,11.0,33.0,162
Pakistan,Sri Lanka,Lahore,70,62,9,7.241379310344827,35.0,180
Australia,Sri Lanka,Pallekele,129,50,9,11.057142857142857,53.0,263
New Zealand,England,London,123,42,8,9.461538461538462,44.0,201
Australia,West Indies,Barbados,93,59,7,9.147540983606557,43.0,97
New Zealand,Sri Lanka,Colombo,9,115,10,10.8,9.0,170
Bangladesh,Sri Lanka,Colombo,147,20,6,8.82,30.0,176
New Zealand,Australia,Auckland,111,36,2,7.928571428571429,26.0,150
Bangladesh,Australia,Bangalore,25,88,8,4.6875,24.0,156
Australia,Sri Lanka,Adelaide,161,20,8,9.66,56.0,187
South Africa,India,Mirpur,13,111,9,8.666666666666666,13.0,172
Sri Lanka,Australia,Cape Town,7,114,9,7.0,7.0,101
Pakistan,Australia,Abu Dhabi,15,107,10,6.923076923076923,15.0,155
Australia,England,Adelaide,136,17,6,7.922330097087379,39.0,157
India,Bangladesh,Colombo,27,96,10,6.75,27.0,176
South Africa,Sri Lanka,Cape Town,57,76,9,7.7727272727272725,34.0,169
Pakistan,New Zealand,Wellington,89,10,2,4.8545454545454545,37.0,105
West Indies,Sri Lanka,Pallekele,70,44,8,5.526315789473684,32.0,129
New Zealand,Pakistan,Hamilton,3,110,9,1.8,3.0,185
England,Pakistan,Dubai,5,117,10,10.0,5.0,150
New Zealand,Sri Lanka,Pallekele,106,40,8,7.95,46.0,174
Pakistan,Bangladesh,Mirpur,61,68,9,7.038461538461538,27.0,135
West Indies,Australia,Colombo,69,76,8,9.409090909090908,58.0,191
Bangladesh,West Indies,Lauderhill,137,28,6,8.934782608695652,36.0,184
India,West Indies,London,75,36,6,5.357142857142857,25.0,153
West Indies,Pakistan,Trinidad,28,94,9,6.461538461538462,28.0,124
West Indies,England,London,140,28,6,9.130434782608695,55.0,169
South Africa,India,Chandigarh,38,86,9,6.705882352941177,33.0,149
West Indies,Pakistan,Barbados,32,88,9,6.0,31.0,111
India,Australia,Adelaide,85,57,8,8.095238095238095,38.0,188
New Zealand,England,Wellington,140,29,7,9.23076923076923,48.0,196
South Africa,Sri Lanka,Colombo,23,85,7,3.942857142857143,17.0,115
Pakistan,England,Dubai,23,107,10,10.615384615384615,23.0,144
New Zealand,England,Pallekele,29,91,8,6.0,29.0,148
Pakistan,England,Manchester,120,35,8,8.470588235294118,40.0,195
England,Pakistan,Manchester,123,28,5,8.021739130434783,43.0,131
New Zealand,Pakistan,Dubai,3,113,9,2.5714285714285716,3.0,135
New Zealand,Australia,Christchurch,164,20,4,9.84,69.0,214
New Zealand,England,Wellington,86,57,9,8.19047619047619,42.0,196
Sri Lanka,New Zealand,Chittagong,31,89,8,6.0,29.0,119
New Zealand,England,Delhi,66,72,9,8.25,41.0,153
New Zealand,Sri Lanka,Colombo,145,20,7,8.7,47.0,170
India,Pakistan,Durban,44,69,6,5.176470588235294,25.0,141
South Africa,England,Manchester,24,105,8,9.6,24.0,77
New Zealand,West Indies,Mount Maunganui,49,87,10,8.909090909090908,49.0,238
West Indies,Pakistan,St Lucia,126,16,5,7.269230769230769,25.0,150
